,zip/postalcode,city,neighborhood,address,Latitudes,Longitudes
448,66055-045,Belém/PA,Umarizal,Travessa Almirante Wandenkolk,-1.443776766412214,-48.48749833282441
449,66055-050,Belém/PA,Umarizal,Rua Antônio Barreto - até 1126/1127,-1.4446399,-48.4830985
450,66055-080,Belém/PA,Umarizal,Rua Bernal do Couto,-1.4430662857142857,-48.485772014285715
451,66055-090,Belém/PA,Nazaré,Rua Boaventura da Silva - de 415/416 a 1147/1148,-1.44772436,-48.48428554
452,66055-170,Belém/PA,Umarizal,Rua Diogo Móia - até 1157 - lado ímpar,-1.4434309500000002,-48.4834398
453,66055-171,Belém/PA,Umarizal,Rua Diogo Móia - até 1156 - lado par,-1.4437191999999999,-48.4833996
454,66055-190,Belém/PA,Umarizal,Travessa Dom Romualdo Coelho,-1.4401566384615383,-48.48817951538464
455,66055-200,Belém/PA,Umarizal,Travessa Dom Romualdo de Seixas - de 1000/1001 a 1558/1559,-1.4438766242575665,-48.48402664891901
456,66055-210,Belém/PA,Umarizal,Rua Domingos Marreiros - até 505/506,-1.4465989750000001,-48.48496335
457,66055-215,Belém/PA,Umarizal,Rua Domingos Marreiros - de 507/508 a 1283/1284,-1.445116825,-48.47939775
458,66055-240,Belém/PA,Umarizal,Avenida Generalíssimo Deodoro - até 1226 - lado par,-1.44619945,-48.4829664
459,66055-260,Belém/PA,Nazaré,Avenida Governador José Malcher - de 693/694 a 1207/1208,-1.4506411,-48.48509075
460,66055-280,Belém/PA,Nazaré,Rua João Balbi - até 814/815,-1.4490396749999999,-48.484249174999995
461,66055-490,Belém/PA,Umarizal,Travessa Quatorze de Março - de 582/583 a 1790/1791,-1.4451882416666664,-48.48060295
462,66060-000,Belém/PA,Umarizal,Avenida Alcindo Cacela - até 739/740,-1.4396373649999998,-48.47877025
463,66060-020,Belém/PA,Umarizal,Rua Antônio Barreto - de 1128/1129 a 1534/1535,-1.4428003,-48.47616756
464,66060-021,Belém/PA,Fátima,Rua Antônio Barreto - de 1536/1537 ao fim,-1.4423361511627903,-48.47123924651162
465,66060-060,Belém/PA,Umarizal,Rua Boaventura da Silva - de 1151/1152 a 1438/1439,-1.446337525,-48.479265649999995
466,66060-140,Belém/PA,Umarizal,Rua Diogo Móia - de 1158/1159 ao fim,-1.441060625,-48.47522225
467,66060-145,Belém/PA,Fátima,Vila Santa Maria,-1.439639083333333,-48.47170338333333
468,66060-147,Belém/PA,Fátima,Rua Boaventura da Silva - de 1440/1441 ao fim,-1.44627255,-48.4737933
469,66060-160,Belém/PA,Umarizal,Rua Domingos Marreiros - de 1285/1286 a 1466/1467,-1.44431794,-48.47522288
470,66060-162,Belém/PA,Fátima,Rua Domingos Marreiros - de 1468/1469 ao fim,-1.4439826500000001,-48.47181445
471,66060-180,Belém/PA,Nazaré,Alameda Dona Maria Leopoldina,-1.45086835,-48.4814798
472,66060-190,Belém/PA,Umarizal,Passagem Doze de Novembro,-1.4396898,-48.479689425
473,66060-220,Belém/PA,Fátima,Travessa Francisco Caldeira Castelo Branco - até 953/954,-1.4465212222222221,-48.47088649444445
474,66060-230,Belém/PA,Nazaré,Avenida Governador José Malcher - de 1209/1210 a 1770/1771,-1.449090486673369,-48.48006170334067
475,66060-232,Belém/PA,São Brás,Avenida Governador José Malcher - de 1772/1773 a 2489/2490,-1.44829762,-48.473783600000004
476,66060-271,Belém/PA,Umarizal,Avenida Alcindo Cacela - de 768 a 1048 - lado par,-1.44564845,-48.478220266666675
477,66060-281,Belém/PA,São Brás,Avenida Governador Magalhães Barata - de 522/523 ao fim,-1.451654675,-48.47244815
478,66060-425,Belém/PA,Nazaré,Rua João Balbi - de 816/817 a 1122/1123,-1.44754015,-48.47935282499999
479,66060-565,Belém/PA,São Brás,Rua João Balbi - de 1124/1125 ao fim,-1.4471566999999999,-48.4765452
480,66060-575,Belém/PA,São Brás,Travessa Nove de Janeiro - de 956/957 a 1880/1881,-1.4522602571428571,-48.47567177857143
481,66060-585,Belém/PA,São Brás,Travessa Nove de Janeiro - de 1882/1883 a 2568/2569,-1.4590738294117649,-48.47542157647058
482,66060-755,Belém/PA,Fátima,Travessa Quatorze de Abril - de 2736/2737 a 3128/3129,-1.4642677,-48.47199485
483,66063-000,Belém/PA,São Brás,Travessa Francisco Caldeira Castelo Branco - de 955/956 a 1323/1324,-1.453149525,-48.47073625
484,66063-005,Belém/PA,São Brás,Travessa Quatorze de Abril - de 1284/1285 a 1634/1635,-1.453294975,-48.472337499999995
485,66063-018,Belém/PA,São Brás,Avenida Gentil Bittencourt - de 1870/1871 a 2232/2233,-1.4547643749999999,-48.473926025
486,66063-020,Belém/PA,São Brás,Alameda Anésia Meira,-1.4524396250000002,-48.47011594999999
487,66063-022,Belém/PA,São Brás,Avenida Gentil Bittencourt - de 2234/2235 a 2612/2613,-1.45460215,-48.470646325000004
488,66063-040,Belém/PA,Guamá,Rua dos Caripunas - de 3515/3516 ao fim,-1.4600191000000002,-48.470447666666665
489,66063-043,Belém/PA,Cremação,Rua dos Caripunas - de 3158/3159 a 3513/3514,-1.46022425,-48.473556575
490,66063-060,Belém/PA,Cremação,Avenida Conselheiro Furtado - de 2398/2399 a 3319/3320,-1.456308275,-48.47333495
491,66063-075,Belém/PA,São Brás,Avenida José Bonifácio - de 417/418 a 1310/1311,-1.45301545,-48.4691557
492,66063-200,Belém/PA,São Brás,Conjunto Maria de Fátima,-1.4540923749999999,-48.470126025
493,66063-210,Belém/PA,Guamá,Alameda Maria Lins,-1.456733125,-48.4678763
494,66063-223,Belém/PA,São Brás,Travessa Francisco Caldeira Castelo Branco - de 1325/1326 a 2435/2436,-1.4592556028093637,-48.470602792105176
495,66063-383,Belém/PA,São Brás,Travessa Três de Maio - de 510/511 a 970/971,-1.447147325,-48.474312950000005
496,66063-388,Belém/PA,São Brás,Travessa Três de Maio - de 972/973 a 1854/1855,-1.453182623076923,-48.4740526
497,66063-425,Belém/PA,Guamá,Avenida José Bonifácio - de 1312/1313 a 2034/2035,-1.4588760375,-48.46886908125
498,66063-435,Belém/PA,Guamá,Rua dos Pariquis - de 3570/3571 ao fim,-1.458858775,-48.4704888
499,66063-450,Belém/PA,Cremação,Passagem Francisco Lobato,-1.4615521749999998,-48.4726674
500,66063-485,Belém/PA,Guamá,Travessa Quatorze de Abril - de 2262/2263 a 2734/2735,-1.462373675,-48.4718791875
501,66063-495,Belém/PA,Guamá,Rua dos Mundurucus - de 3536/3537 a 4090/4091,-1.4576705200000002,-48.47182774
502,66063-540,Belém/PA,Guamá,Rua Silva Castro - até 398/399,-1.4649431666666668,-48.47105071666667
503,66063-560,Belém/PA,Cremação,Avenida Engenheiro Fernando Guilhon - de 2701/2702 ao fim,-1.4627252250000002,-48.473618925
504,66065-030,Belém/PA,Cremação,Passagem Alegria,-1.4656297999999999,-48.47419965
505,66065-108,Belém/PA,Guamá,Avenida José Bonifácio - de 2036/2037 a 2544/2545,-1.467272125,-48.468633374999996
506,66065-112,Belém/PA,Guamá,Avenida José Bonifácio - de 2546/2547 ao fim,-1.4716772125,-48.46848853750001
507,66065-120,Belém/PA,Condor,Avenida Bernardo Sayão - de 3414/3415 a 3900/3901,-1.475177125,-48.474568424999994
508,66065-122,Belém/PA,Condor,Avenida Bernardo Sayão - de 3902/3903 a 4296/4297,-1.474843525,-48.471347775
509,66065-155,Belém/PA,Condor,Travessa Nove de Janeiro - de 2570/2571 ao fim,-1.4680711142857141,-48.475003524999984
510,66065-158,Belém/PA,Condor,Travessa Três de Maio - de 2320/2321 ao fim,-1.464156416666667,-48.47354277222222
511,66065-165,Belém/PA,Condor,Travessa Padre Eutíquio - de 3552/3553 ao fim,-1.4732421000000002,-48.4739649
512,66065-188,Belém/PA,Condor,Passagem Bugarim - até 300/301,-1.4680943000000002,-48.4762049125
513,66065-192,Belém/PA,Condor,Passagem Bugarim - de 302/303 a 600/601,-1.468274925,-48.47488625
514,66065-203,Belém/PA,Condor,Passagem Mucajás - até 300/301,-1.4670877833333333,-48.47725331666667
515,66065-205,Belém/PA,Cremação,Avenida Alcindo Cacela - de 2901/2902 a 3391/3392,-1.4651691600000003,-48.476684950000006
516,66065-208,Belém/PA,Condor,Passagem Mucajás - de 302/303 a 600/601,-1.46742068,-48.47551283
517,66065-213,Belém/PA,Condor,Avenida Alcindo Cacela - de 3393/3394 a 3939/3940,-1.468564525,-48.476325949999996
518,66065-217,Belém/PA,Condor,Avenida Alcindo Cacela - de 3942 ao fim - lado par,-1.473784375,-48.476055725
519,66065-219,Belém/PA,Condor,Avenida Alcindo Cacela - de 3941 ao fim - lado ímpar,-1.47390235,-48.4759082
520,66065-267,Belém/PA,Umarizal,Avenida Alcindo Cacela - de 741 a 1319 - lado ímpar,-1.44383045,-48.4781626
521,66065-302,Belém/PA,Cremação,Passagem São Jorge,-1.4642677,-48.4728679
522,66065-310,Belém/PA,Guamá,Travessa Francisco Caldeira Castelo Branco - de 2437/2438 a 2799/2800,-1.4690136500000002,-48.470413025
523,66065-313,Belém/PA,Guamá,Travessa Francisco Caldeira Castelo Branco - de 2801/2802 ao fim,-1.46868785,-48.4706041
524,66065-390,Belém/PA,Cremação,Passagem Santa Lúcia,-1.466550825,-48.4742526
525,66065-400,Belém/PA,Guamá,Passagem Madacil,-1.47363355,-48.4696318
526,66065-440,Belém/PA,Condor,Passagem Marajoara,-1.4743689,-48.473728225
527,66065-695,Belém/PA,Cremação,Rua São Miguel - de 1272/1273 a 1828/1829,-1.464169825,-48.477716
528,66065-705,Belém/PA,Cremação,Rua São Miguel - de 1830/1831 ao fim,-1.4637933199999997,-48.47345723142858
529,66065-810,Belém/PA,Cremação,Passagem Umariz,-1.466600475,-48.47664815
530,66065-830,Belém/PA,Cremação,Passagem Valente,-1.4653512499999999,-48.474001825
531,66070-130,Belém/PA,Canudos,Rua Doutor Américo Santa Rosa - de 198/199 a 658/659,-1.4537984,-48.46425479999999
532,66070-131,Belém/PA,Canudos,Rua Doutor Américo Santa Rosa - de 660/661 ao fim,-1.4533811187499999,-48.459386124999995
533,66070-190,Belém/PA,Marco,Travessa Francisco Monteiro - até 258/259,-1.4457275,-48.4605273
534,66070-210,Belém/PA,Canudos,Travessa Guerra Passos - até 680/681,-1.457994025,-48.461829249999994
535,66070-510,Belém/PA,São Brás,Rua Silva Rosado,-1.452123891666667,-48.461948979166664
536,66070-551,Belém/PA,Terra Firme,Avenida Gentil Bittencourt - de 3535/3536 a 3803/3804,-1.454990227941176,-48.45684514411766
537,66073-005,Belém/PA,Guamá,Rua dos Mundurucus - de 4115/4116 a 4904/4905,-1.4571666166666668,-48.46472563333333
538,66073-008,Belém/PA,Guamá,Rua dos Mundurucus - de 4906/4907 ao fim,-1.4569239666666667,-48.456684800000005
539,66073-050,Belém/PA,Guamá,Vila Aurora,-1.45771185,-48.46737475
540,66073-070,Belém/PA,Guamá,Travessa Barão de Mamoré - até 804/805,-1.456177425,-48.4657158
541,66073-160,Belém/PA,Guamá,Avenida Conselheiro Furtado - de 3321/3322 a 4217/4218,-1.4557710800000003,-48.464008580000005
542,66073-220,Belém/PA,São Brás,Avenida Gentil Bittencourt - de 2614/2615 a 3533/3534,-1.454605525,-48.464582574999994
543,66073-250,Belém/PA,Guamá,Travessa Guerra Passos - de 682/683 ao fim,-1.4580604,-48.46151545
544,66073-260,Belém/PA,Guamá,Alameda Intendente Coronel Antônio Pimenta Magalhães,-1.45810665,-48.462741925
545,66073-270,Belém/PA,Guamá,Alameda Intendente Doutor Dionísio Auzier Bentes,-1.4580376,-48.462140399999996
546,66073-280,Belém/PA,Guamá,Alameda Intendente Doutor José Olímpio Barroso,-1.45808285,-48.462488087500006
547,66073-470,Belém/PA,Guamá,Passagem Rosa,-1.45785395,-48.4613049
548,66075-017,Belém/PA,Guamá,Rua Nova Canaã II,-1.4717137249999999,-48.483413025
549,66075-104,Belém/PA,Guamá,Rua Silva Castro - de 400/401 ao fim,-1.4647748615384613,-48.466174769230776
550,66075-150,Belém/PA,Guamá,Avenida Bernardo Sayão - de 4298/4299 a 4349/4350,-1.47493776,-48.46718482
551,66075-155,Belém/PA,Guamá,Avenida Bernardo Sayão - de 4351/4352 ao fim,-1.47514878,-48.46820676
552,66075-180,Belém/PA,Guamá,Passagem Serrão de Castro,-1.4703838,-48.46688255
553,66075-375,Belém/PA,Guamá,Vila Ramos,-1.4542039500000001,-48.4715097
554,66075-900,Belém/PA,Guamá,Rua Augusto Corrêa s/n ,-1.4754465,-48.4529062
555,66077-181,Belém/PA,Terra Firme,Avenida Conselheiro Furtado - de 4219/4220 ao fim,-1.45542265,-48.459633225000005
556,66077-830,Belém/PA,Terra Firme,Avenida Perimetral - de 1501/1502 a 5004/5005,-1.4512179184709615,-48.44581699675103
557,66080-006,Belém/PA,Pedreira,Travessa Mariz e Barros - de 496/497 a 784/785,-1.426674425,-48.47678929999999
558,66080-007,Belém/PA,Pedreira,Travessa Mariz e Barros - de 786/787 a 1142/1143,-1.4281761,-48.4745813
559,66080-008,Belém/PA,Pedreira,Travessa Mariz e Barros - de 1144/1145 a 1448/1449,-1.43016355,-48.471584475
560,66080-009,Belém/PA,Pedreira,Travessa Mariz e Barros - de 1450/1451 a 2122/2123,-1.4331425599999998,-48.46718916
561,66080-180,Belém/PA,Pedreira,Travessa Angustura - de 1290/1291 a 1976/1977,-1.42505448,-48.47122694000001
562,66080-321,Belém/PA,Pedreira,Travessa Lomas Valentinas - de 216/217 a 510/511,-1.4233494999999998,-48.471054725
563,66080-322,Belém/PA,Pedreira,Travessa Lomas Valentinas - de 512/513 a 874/875,-1.42495736,-48.468714780000006
564,66080-471,Belém/PA,Marco,Travessa Mariz e Barros - de 2124/2125 a 2798/2799,-1.4358655,-48.463102675
565,66080-472,Belém/PA,Marco,Travessa Mariz e Barros - de 2800/2801 a 3648/3649,-1.4406953,-48.4558929
566,66080-473,Belém/PA,Marco,Travessa Mariz e Barros - de 3650/3651 ao fim,-1.443629375,-48.451686499999994
567,66080-650,Belém/PA,Pedreira,Travessa Mauriti - de 876/877 a 1566/1567,-1.4284078,-48.471482800000004
568,66080-680,Belém/PA,Pedreira,Travessa Barão do Triunfo - de 1261/1262 a 1937/1938,-1.4267106,-48.471370549999996
569,66083-000,Belém/PA,Telégrafo Sem Fio,Travessa Mauriti - até 874/875,-1.4243406799999998,-48.4776208
570,66083-032,Belém/PA,Telégrafo Sem Fio,Travessa Timbó - até 347/348,-1.4267960874999996,-48.4793310125
571,66083-047,Belém/PA,Pedreira,Travessa Timbó - de 433/434 a 727/728,-1.4282498923076923,-48.47716625384616
572,66083-048,Belém/PA,Pedreira,Travessa Timbó - de 735/736 a 1031/1032,-1.429628625,-48.47503515
573,66083-049,Belém/PA,Pedreira,Travessa Timbó - de 1102/1103 a 1419/1420,-1.43137355,-48.472477649999995
574,66083-051,Belém/PA,Pedreira,Travessa Timbó - de 1425/1426 a 1791/1792,-1.4331961999999998,-48.469750524999995
575,66083-060,Belém/PA,Pedreira,Travessa Angustura - de 1008/1009 a 1288/1289,-1.422832,-48.47449329999999
576,66083-100,Belém/PA,Sacramenta,Travessa Barão do Triunfo - de 371/372 a 1259/1260,-1.422809875,-48.477203724999995
577,66083-106,Belém/PA,Pedreira,Travessa Alferes Costa - de 676/677 a 938/939,-1.416978896247694,-48.469980285800695
578,66083-107,Belém/PA,Pedreira,Travessa Alferes Costa - de 940/941 a 1320/1321,-1.4172167142857144,-48.46939024285714
579,66083-108,Belém/PA,Pedreira,Travessa Alferes Costa - de 1322/1323 a 2024/2025,-1.4205339714285714,-48.46455747142857
580,66083-156,Belém/PA,Pedreira,Travessa Doutor Enéas Pinheiro - até 444/445,-1.4201913907692314,-48.47307369692306
581,66083-157,Belém/PA,Pedreira,Travessa Doutor Enéas Pinheiro - de 446/447 a 1164/1165,-1.4250045999999998,-48.4659384
582,66083-158,Belém/PA,Pedreira,Travessa Doutor Enéas Pinheiro - de 1166/1167 a 1484/1485,-1.427472125,-48.46221885
583,66083-180,Belém/PA,Pedreira,Travessa Chaco - até 898/899,-1.43176112,-48.47983844
584,66083-280,Belém/PA,Pedreira,Travessa Mariz e Barros - até 494/495,-1.4248544200000002,-48.479437159999996
585,66083-340,Belém/PA,Pedreira,Travessa Humaitá - até 1072/1073,-1.4319094499999998,-48.47700892499999
586,66083-390,Belém/PA,Sacramenta,Travessa Lomas Valentinas - até 214/215,-1.4194913507936513,-48.47591899841269
587,66083-441,Belém/PA,Pedreira,Rua Nova - até 646/647,-1.4283794250000001,-48.479578825
588,66083-442,Belém/PA,Pedreira,Rua Nova - de 648/649 a 968/969,-1.4247103,-48.477149374999996
589,66083-443,Belém/PA,Pedreira,Rua Nova - de 970/971 a 1336/1337,-1.422219975,-48.475494475
590,66083-444,Belém/PA,Pedreira,Rua Nova - de 1338/1339 ao fim,-1.4191493499999999,-48.473393183333336
591,66083-497,Belém/PA,Sacramenta,Passagem São Marcos,-1.4059482200000002,-48.46806326000001
592,66083-511,Belém/PA,Pedreira,Travessa Pirajá - até 72/73,-1.41934019245283,-48.471669015094335
593,66083-512,Belém/PA,Pedreira,Travessa Pirajá - de 74/75 a 128/129,-1.4188175800000002,-48.47288188
594,66083-513,Belém/PA,Pedreira,Travessa Pirajá - de 130/131 a 636/637,-1.420760042857143,-48.46955547142858
595,66083-514,Belém/PA,Pedreira,Travessa Pirajá - de 638/639 a 926/927,-1.4257795,-48.46197762
596,66083-661,Belém/PA,Pedreira,Travessa Perebebuí - até 338/339,-1.4167908500000002,-48.47280825
597,66083-772,Belém/PA,Pedreira,Travessa Perebebuí - de 340/341 a 890/891,-1.41881916,-48.46946848
598,66083-773,Belém/PA,Pedreira,Travessa Perebebuí - de 892/893 a 1386/1387,-1.4217842250000001,-48.465254475
599,66083-774,Belém/PA,Pedreira,Travessa Perebebuí - de 1388/1389 a 1788/1789,-1.42400645,-48.462282575
600,66085-005,Belém/PA,Pedreira,Avenida Pedro Miranda - até 484/485,-1.4354359799999998,-48.477083359999995
601,66085-021,Belém/PA,Pedreira,Avenida Pedro Miranda - de 486/487 a 778/779,-1.43316625,-48.47552722500001
602,66085-022,Belém/PA,Pedreira,Avenida Pedro Miranda - de 780/781 a 1504/1505,-1.42935874,-48.473065559999995
603,66085-023,Belém/PA,Pedreira,Avenida Pedro Miranda - de 1506/1507 a 1834/1835,-1.425321675,-48.470287625000005
604,66085-024,Belém/PA,Pedreira,Avenida Pedro Miranda - de 1836/1837 a 2050/2051,-1.4232467,-48.46885426
605,66085-026,Belém/PA,Pedreira,Avenida Pedro Miranda - de 2052/2053 ao fim,-1.418369657142857,-48.46541239999999
606,66085-035,Belém/PA,Fátima,Vila São João,-1.4398258833333335,-48.471285175
607,66085-040,Belém/PA,Pedreira,Vila Alzira,-1.465981075,-48.484271975
608,66085-110,Belém/PA,Pedreira,Travessa Curuzu - até 586/587,-1.4354022999999998,-48.47706455
609,66085-115,Belém/PA,Pedreira,Vila Nair,-1.4393681200000004,-48.47212551999999
610,66085-148,Belém/PA,Pedreira,Travessa Humaitá - de 1074/1075 a 1756/1757,-1.4365217499999998,-48.47013675000001
611,66085-260,Belém/PA,Pedreira,Passagem Nazaré,-1.44002965,-48.470922599999994
612,66085-309,Belém/PA,Pedreira,Avenida Marquês de Herval - até 380/381,-1.4376747500000002,-48.47465795
613,66085-311,Belém/PA,Pedreira,Avenida Marquês de Herval - de 382/383 a 728/729,-1.434788925,-48.472790149999994
614,66085-313,Belém/PA,Pedreira,Avenida Marquês de Herval - de 730/731 a 1050/1051,-1.43215785,-48.47104805
615,66085-314,Belém/PA,Pedreira,Avenida Marquês de Herval - de 1052/1053 a 1404/1405,-1.429696325,-48.4694052
616,66085-316,Belém/PA,Pedreira,Avenida Marquês de Herval - de 1406/1407 a 1670/1671,-1.4274299000000001,-48.467910525
617,66085-317,Belém/PA,Pedreira,Avenida Marquês de Herval - de 1672/1673 a 2380/2381,-1.423531825,-48.4653584
618,66085-431,Belém/PA,Pedreira,Travessa Curuzu - de 588/589 a 1320/1321,-1.439000675,-48.47171590000001
619,66085-451,Belém/PA,Pedreira,Travessa Chaco - de 900/901 a 1582/1583,-1.4377170000000001,-48.471009824999996
620,66085-729,Belém/PA,Pedreira,Avenida Visconde de Inhaúma - até 110/111,-1.43831544,-48.472018199999994
621,66085-731,Belém/PA,Pedreira,Avenida Visconde de Inhaúma - de 112/113 a 580/581,-1.435823575,-48.46990675
622,66085-732,Belém/PA,Pedreira,Avenida Visconde de Inhaúma - de 582/583 a 918/919,-1.43336242,-48.467816219999996
623,66085-733,Belém/PA,Pedreira,Avenida Visconde de Inhaúma - de 920/921 a 1336/1337,-1.4310367456521735,-48.466405095652185
624,66085-734,Belém/PA,Pedreira,Avenida Visconde de Inhaúma - de 1338/1339 a 1628/1629,-1.427872975,-48.464361274999995
625,66085-751,Belém/PA,Pedreira,Rua Antônio Everdosa - até 380/381,-1.43343755,-48.479331349999995
626,66085-752,Belém/PA,Pedreira,Rua Antônio Everdosa - de 382/383 a 686/687,-1.431370175,-48.4780191
627,66085-753,Belém/PA,Pedreira,Rua Antônio Everdosa - de 688/689 a 1004/1005,-1.4288034250000001,-48.476308525
628,66085-754,Belém/PA,Pedreira,Rua Antônio Everdosa - de 1006/1007 a 1350/1351,-1.4262547749999999,-48.47471324999999
629,66085-755,Belém/PA,Pedreira,Rua Antônio Everdosa - de 1352/1353 a 1666/1667,-1.423753725,-48.473089175
630,66085-756,Belém/PA,Pedreira,Rua Antônio Everdosa - de 1668/1669 a 1930/1931,-1.4204957000000002,-48.47097962962961
631,66085-757,Belém/PA,Pedreira,Rua Antônio Everdosa - de 1932/1933 ao fim,-1.41987511,-48.47057676
632,66085-823,Belém/PA,Marco,Travessa Curuzu - de 2008/2009 ao fim,-1.4457927999999998,-48.461640616666664
633,66087-050,Belém/PA,Marco,Rua Albatroz,-1.423373,-48.458683725
634,66087-060,Belém/PA,Marco,Alameda Ana Laura,-1.42909405,-48.463166349999995
635,66087-090,Belém/PA,Marco,Rua Búfalo,-1.4229399,-48.45908
636,66087-100,Belém/PA,Marco,Rua Catalina,-1.42254975,-48.4594334
637,66087-110,Belém/PA,Marco,Alameda Doutor Rocha,-1.4306039416666667,-48.46412186666666
638,66087-155,Belém/PA,Marco,Alameda Kawamura,-1.42985635,-48.463480450000006
639,66087-190,Belém/PA,Marco,Passagem Alacid Nunes,-1.4291901,-48.46368415
640,66087-240,Belém/PA,Marco,Vila Armando Furtado,-1.4301272615384615,-48.464777530769226
641,66087-270,Belém/PA,Pedreira,Travessa Barão do Triunfo - de 1939/1940 a 2657/2658,-1.43007105,-48.46638365
642,66087-280,Belém/PA,Marco,Conjunto Botafogo,-1.43166735,-48.4646789
643,66087-290,Belém/PA,Marco,Passagem Brasil,-1.430463875,-48.459537975
644,66087-300,Belém/PA,Marco,Conjunto Celso Malcher,-1.4321468288009378,-48.46428760247826
645,66087-320,Belém/PA,Pedreira,Avenida Marquês de Herval - de 2382/2383 ao fim,-1.4196699750000001,-48.4627902
646,66087-360,Belém/PA,Marco,Vila Esteves Cortês,-1.4295518,-48.4624763
647,66087-380,Belém/PA,Marco,Passagem Grão Pará,-1.4294921600000001,-48.46063005999999
648,66087-400,Belém/PA,Marco,Passagem Douglas,-1.422530325,-48.460085175
649,66087-421,Belém/PA,Pedreira,Travessa Vileta - até 589/590,-1.4285600999999999,-48.4793119
650,66087-422,Belém/PA,Pedreira,Travessa Vileta - de 591/592 a 1341/1342,-1.43170805,-48.47461740000001
651,66087-423,Belém/PA,Pedreira,Travessa Vileta - de 1343/1344 a 2001/2002,-1.43573222,-48.468665959999996
652,66087-441,Belém/PA,Pedreira,Travessa Lomas Valentinas - de 876/877 a 1390/1391,-1.4268440166666665,-48.4658584
653,66087-533,Belém/PA,Marco,Travessa Timbó - de 3198/3199 ao fim,-1.44298774,-48.454995280000006
654,66087-640,Belém/PA,Pedreira,Avenida Visconde de Inhaúma - de 1630/1631 ao fim,-1.4238066874999997,-48.461558037500005
655,66087-660,Belém/PA,Marco,Travessa Alferes Costa - de 2501/2502 ao fim,-1.4240602333333332,-48.45914416666667
656,66087-680,Belém/PA,Pedreira,Travessa Mauriti - de 1568/1569 a 2290/2291,-1.43155585,-48.466837625
657,66087-685,Belém/PA,Pedreira,Vila Linhas Correntes,-1.43117014,-48.46583194
658,66087-710,Belém/PA,Pedreira,Travessa Angustura - de 1979/1980 a 2664/2665,-1.4291073,-48.46514320000001
659,66087-810,Belém/PA,Pedreira,Avenida Doutor Freitas - de 590/591 a 1580/1581,-1.416665475,-48.46443235
660,66087-811,Belém/PA,Pedreira,Avenida Doutor Freitas - de 1582/1583 a 2130/2131,-1.4209740333333334,-48.4593013
661,66087-812,Belém/PA,Pedreira,Avenida Doutor Freitas - de 2132/2133 a 2764/2765,-1.425056225,-48.455653475000005
662,66090-000,Belém/PA,São Brás,Avenida Almirante Barroso - até 27/28,-1.4483852,-48.4664914
663,66090-090,Belém/PA,São Brás,Praça Bruno de Menezes,-1.45307845,-48.4659827
664,66090-100,Belém/PA,São Brás,Avenida Governador José Malcher - de 2491/2492 ao fim,-1.44833985,-48.469139649999995
665,66090-150,Belém/PA,São Brás,Rua Deodoro de Mendonça,-1.45315085,-48.467837425
666,66090-230,Belém/PA,São Brás,Rua Doutor Américo Santa Rosa - até 197 - lado ímpar,-1.45305835,-48.46695165
667,66090-300,Belém/PA,São Brás,Rua Floriano Peixoto,-1.4519389,-48.4663354
668,66090-350,Belém/PA,São Brás,Passagem Ismael de Castro,-1.4524986500000001,-48.4669771
669,66090-363,Belém/PA,Fátima,Avenida José Bonifácio - até 415/416,-1.448215085714286,-48.46924105714286
670,66090-520,Belém/PA,São Brás,Travessa Primeira de Queluz,-1.45077545,-48.46532823
671,66093-005,Belém/PA,Marco,Avenida Rômulo Maiorana - até 638/639,-1.4426090999999999,-48.466490275
672,66093-020,Belém/PA,Marco,Avenida Almirante Barroso - de 41/42 a 653/654,-1.4454082,-48.464486519999994
673,66093-026,Belém/PA,Marco,Avenida Duque de Caxias - até 924/925,-1.4383230579881654,-48.467332648520745
674,66093-027,Belém/PA,Marco,Avenida Duque de Caxias - de 926/927 a 994/995,-1.4344411,-48.465175683333335
675,66093-029,Belém/PA,Marco,Avenida Duque de Caxias - de 996/997 a 1282/1283,-1.4320433935897436,-48.46357106282052
676,66093-030,Belém/PA,Marco,Avenida Duque de Caxias - de 1284/1285 ao fim,-1.426010715384615,-48.459583742307686
677,66093-031,Belém/PA,Marco,Avenida Almirante Barroso - de 655/656 a 1149/1150,-1.441388425,-48.461889625
678,66093-032,Belém/PA,Marco,Avenida Almirante Barroso - de 1151/1152 a 1481/1482,-1.4381951666666666,-48.45989538333333
679,66093-033,Belém/PA,Marco,Avenida Almirante Barroso - de 1483/1484 a 1959/1960,-1.435131875,-48.457739325
680,66093-034,Belém/PA,Marco,Avenida Almirante Barroso - de 1961/1962 a 2681/2682,-1.4311208,-48.454775049999995
681,66093-040,Belém/PA,Marco,Travessa Angustura - de 2666/2667 a 3351/3352,-1.43273112,-48.45970396
682,66093-041,Belém/PA,Marco,Travessa Angustura - de 3353/3354 a 4039/4040,-1.43653344,-48.4540109
683,66093-042,Belém/PA,Marco,Travessa Angustura - de 4042/4043 ao fim,-1.4385616250000002,-48.45097235
684,66093-046,Belém/PA,Marco,Travessa Humaitá - de 1758/1759 a 2096/2097,-1.4392286,-48.466098675000005
685,66093-047,Belém/PA,Marco,Travessa Humaitá - de 2098/2099 a 2820/2821,-1.4422726,-48.461598859999995
686,66093-048,Belém/PA,Marco,Travessa Humaitá - de 2822/2823 ao fim,-1.4441313199999999,-48.45877774
687,66093-050,Belém/PA,Marco,Travessa Barão do Triunfo - de 2659/2660 a 3379/3380,-1.4311866,-48.463895528571435
