,zip/postalcode,city,neighborhood,address,Latitudes,Longitudes
1213,66635-120,Belém/PA,Parque Verde,Rua Murajuba (Cj Benjamim Sodré),-1.3617572714285715,-48.44635751428571
1214,66635-140,Belém/PA,Parque Verde,Rua Canindé (Cj Benjamim Sodré),-1.36148585,-48.447425824999996
1215,66635-157,Belém/PA,Parque Verde,Passagem São Francisco,-1.357267925,-48.4458889
1216,66635-160,Belém/PA,Parque Verde,Rua Chapim (Cj Benjamim Sodré),-1.3607598749999998,-48.447979700000005
1217,66635-170,Belém/PA,Parque Verde,Rua Jacamiúna (Cj Benjamim Sodré),-1.36038315,-48.448255274999994
1218,66635-185,Belém/PA,Parque Verde,Alameda Treze de Agosto,-1.35812065,-48.444180349999996
1219,66635-186,Belém/PA,Parque Verde,Passagem Nova (Jardim Sideral),-1.3571640249999999,-48.443439375
1220,66635-190,Belém/PA,Parque Verde,Rua Anambé (Cj Benjamim Sodré),-1.3626932,-48.448228475
1221,66635-195,Belém/PA,Parque Verde,Rua Carlos Santos,-1.3686896000000002,-48.44284055
1222,66635-200,Belém/PA,Parque Verde,Rua Saira (Cj Benjamim Sodré),-1.3623285,-48.448506725
1223,66635-205,Belém/PA,Parque Verde,Rua João Nunes,-1.3690126999999999,-48.442683
1224,66635-215,Belém/PA,Parque Verde,Travessa São Francisco,-1.360462875,-48.457055625
1225,66635-226,Belém/PA,Parque Verde,Rua Belém,-1.36661815,-48.4386671
1226,66635-230,Belém/PA,Parque Verde,Rua Xauá (Cj Benjamim Sodré),-1.361226425,-48.44936102500001
1227,66635-237,Belém/PA,Parque Verde,Rua Esperantista,-1.3574911749999998,-48.442942525
1228,66635-250,Belém/PA,Parque Verde,Rua Uirapuru (Cj Benjamim Sodré),-1.3621804,-48.44904185
1229,66635-260,Belém/PA,Parque Verde,Rua das Garças (Cj Bejamim Sodré),-1.3616489833333334,-48.448404366666665
1230,66635-270,Belém/PA,Parque Verde,Rua Sanhaço (Cj Benjamim Sodré),-1.3614349166666668,-48.44809503333334
1231,66635-280,Belém/PA,Parque Verde,Rua do Azulão (Cj Benjamim Sodré),-1.3608275833333334,-48.447315833333334
1232,66635-285,Belém/PA,Parque Verde,Alameda Quinze de Agosto (Res Rui Barata),-1.3561494375,-48.45463660000001
1233,66635-290,Belém/PA,Parque Verde,Rua dos Anajés (Cj Benjamim Sodré),-1.3606452666666666,-48.44698639999999
1234,66635-295,Belém/PA,Parque Verde,Alameda Dezesseis de Agosto (Res Rui Barata),-1.3561417375000002,-48.45508855
1235,66635-300,Belém/PA,Parque Verde,Rua das Marianinhas (Cj Benjamim Sodré),-1.3600351999999998,-48.446225950000006
1236,66635-305,Belém/PA,Parque Verde,Alameda Dezessete de Agosto (Res Rui Barata),-1.3560841,-48.455653475000005
1237,66635-310,Belém/PA,Parque Verde,Rua Cujubim (Cj Benjamim Sodré),-1.3598130833333333,-48.44593586666667
1238,66635-315,Belém/PA,Parque Verde,Alameda Dezoito de Agosto (Res Rui Barata),-1.3560556,-48.4560487875
1239,66635-325,Belém/PA,Parque Verde,Alameda Dezenove de Agosto (Res Rui Barata),-1.3560103250000002,-48.456536587500004
1240,66635-335,Belém/PA,Parque Verde,Alameda Vinte de Agosto (Res Rui Barata),-1.3559594000000001,-48.4569902375
1241,66635-340,Belém/PA,Parque Verde,Rua Jacamim (Cj Benjamim Sodré),-1.359793875,-48.445204274999995
1242,66635-345,Belém/PA,Parque Verde,Alameda Vinte e Um de Agosto (Res Rui Barata),-1.3558678875000003,-48.45738116249999
1243,66635-350,Belém/PA,Parque Verde,Rua Sideral,-1.3569148750000002,-48.444483424999994
1244,66635-355,Belém/PA,Parque Verde,Alameda Vinte e Dois de Agosto (Res Rui Barata),-1.3558993875,-48.4577768
1245,66635-360,Belém/PA,Parque Verde,Rua Araguari (Cj Benjamim Sodré),-1.35911145,-48.445841300000005
1246,66635-365,Belém/PA,Parque Verde,Alameda Vinte e Três de Agosto (Res Rui Barata),-1.3560250833333332,-48.45815778333334
1247,66635-370,Belém/PA,Parque Verde,Rua Aracanga (Cj Benjamim Sodré),-1.35884535,-48.446090049999995
1248,66635-400,Belém/PA,Parque Verde,Rua Aracari (Cj Benjamim Sodré),-1.36027955,-48.4462288625
1249,66635-410,Belém/PA,Parque Verde,Rua Jandaia (Cj Benjamim Sodré),-1.3608528208333335,-48.447342662500006
1250,66635-430,Belém/PA,Parque Verde,Rua Tapereira (Cj Benjamim Sodré),-1.359574675,-48.4471844
1251,66635-460,Belém/PA,Parque Verde,Rua Netuno,-1.3554204333333333,-48.44718218333333
1252,66635-470,Belém/PA,Parque Verde,Rua Saturno,-1.3550231142857143,-48.44751059285715
1253,66635-480,Belém/PA,Parque Verde,Rua Júpiter,-1.3545755792850491,-48.447614063620215
1254,66635-490,Belém/PA,Parque Verde,Rua Coletora,-1.3547916374999998,-48.446669112500004
1255,66635-510,Belém/PA,Parque Verde,Rua Satélite,-1.3567700100000004,-48.449051510000004
1256,66635-520,Belém/PA,Parque Verde,Rua São Jorge,-1.3611292000000002,-48.43471615
1257,66635-530,Belém/PA,Parque Verde,Rua Boa Esperança,-1.3578813250000001,-48.443396475
1258,66635-545,Belém/PA,Parque Verde,Alameda da Paz,-1.35414675,-48.4427896
1259,66635-550,Belém/PA,Parque Verde,Rua Nova,-1.3577479000000001,-48.44345615
1260,66635-610,Belém/PA,Parque Verde,Passagem Santa Rita (Da R Esperantista),-1.357395325,-48.443985225
1261,66635-715,Belém/PA,Parque Verde,Rua das Acácias (Jd América),-1.3598609,-48.457717450000004
1262,66635-825,Belém/PA,Parque Verde,Alameda Um (Jd Tanji),-1.3713925,-48.4425603
1263,66635-875,Belém/PA,Parque Verde,Rua Paulo Fontelles,-1.36015185,-48.442373849999996
1264,66635-885,Belém/PA,Parque Verde,Alameda da Quatorze de Agosto (Res Rui Barata),-1.3564702166666667,-48.454286466666666
1265,66635-895,Belém/PA,Parque Verde,Rua do Equador (Jd do Sol),-1.35373245,-48.442658875
1266,66640-005,Belém/PA,Mangueirão,Alameda Mendara,-1.3794957499999998,-48.45281035
1267,66640-006,Belém/PA,Mangueirão,Passagem da Paz (Da Psg Elcione Barbalho),-1.3796439249999999,-48.45434925
1268,66640-010,Belém/PA,Mangueirão,Rua Primeiro de Junho,-1.3835010500000002,-48.451471350000006
1269,66640-011,Belém/PA,Mangueirão,Travessa Santa Rita de Cássia,-1.380397425,-48.448425625
1270,66640-013,Belém/PA,Mangueirão,Travessa Jáder Dias,-1.38036455,-48.4474714
1271,66640-014,Belém/PA,Mangueirão,Passagem Nossa Senhora de Fátima,-1.3805401499999999,-48.44780935
1272,66640-019,Belém/PA,Mangueirão,Passagem São Paulo,-1.3808357999999998,-48.44869315
1273,66640-030,Belém/PA,Mangueirão,Rua Nova Jerusalém,-1.3830523750000001,-48.4523671375
1274,66640-035,Belém/PA,Mangueirão,Avenida Leste (Panorama XXI),-1.3769027999999999,-48.43551545
1275,66640-040,Belém/PA,Mangueirão,Travessa Rui Barbosa,-1.3825378666666666,-48.45269725
1276,66640-050,Belém/PA,Mangueirão,Rua Sete de Setembro,-1.3821218875,-48.451075625
1277,66640-080,Belém/PA,Mangueirão,Travessa Nossa Senhora do Perpétuo Socorro,-1.3827251166666665,-48.45039993333333
1278,66640-085,Belém/PA,Mangueirão,Rua Tenente Bezerra (Res Carmelândia),-1.3788248133149745,-48.43755294527861
1279,66640-090,Belém/PA,Mangueirão,Passagem das Flores,-1.3827524,-48.449810299999996
1280,66640-130,Belém/PA,Mangueirão,Alameda Araci de Almeida,-1.38010545,-48.451171849999994
1281,66640-150,Belém/PA,Mangueirão,Travessa Liberdade,-1.380205675,-48.45108435
1282,66640-170,Belém/PA,Mangueirão,Travessa Sargento Frazão,-1.3801105,-48.4560498
1283,66640-180,Belém/PA,Mangueirão,Travessa Sargento Muniz,-1.38015805,-48.4563871
1284,66640-190,Belém/PA,Mangueirão,Travessa Sargento Edilson,-1.380207675,-48.456964424999995
1285,66640-200,Belém/PA,Mangueirão,Travessa Sargento Favarro,-1.381832975,-48.457460624999996
1286,66640-210,Belém/PA,Mangueirão,Avenida Major Aviador Seda,-1.380894825,-48.45548785
1287,66640-230,Belém/PA,Mangueirão,Avenida Coronel Brito,-1.38280359,-48.457856129999996
1288,66640-240,Belém/PA,Mangueirão,Travessa Coronel Aurélio,-1.3836689666666666,-48.458347333333336
1289,66640-250,Belém/PA,Mangueirão,Travessa Coronel Tibério,-1.3839402,-48.45871925
1290,66640-260,Belém/PA,Mangueirão,Travessa Um,-1.3796774250000001,-48.459469625
1291,66640-265,Belém/PA,Mangueirão,Rua Tancredo Neves (Res Carmelândia),-1.3797612000000001,-48.436267825
1292,66640-270,Belém/PA,Mangueirão,Travessa Dois,-1.379914725,-48.459472975
1293,66640-280,Belém/PA,Mangueirão,Travessa Três,-1.3806013793745535,-48.45973267127764
1294,66640-290,Belém/PA,Mangueirão,Travessa Quatro,-1.3808461250000001,-48.459350650000005
1295,66640-300,Belém/PA,Mangueirão,Travessa Cinco,-1.38133525,-48.46012205
1296,66640-310,Belém/PA,Mangueirão,Travessa Seis,-1.38192985,-48.460005375
1297,66640-315,Belém/PA,Mangueirão,Rua da Paz (Res Carmelândia),-1.380206375,-48.4360935
1298,66640-320,Belém/PA,Mangueirão,Travessa Sete,-1.3822657,-48.4600255
1299,66640-330,Belém/PA,Mangueirão,Travessa Oito,-1.382739,-48.4598726
1300,66640-360,Belém/PA,Mangueirão,Travessa Onze,-1.38169185,-48.45644075
1301,66640-370,Belém/PA,Mangueirão,Travessa Doze,-1.3822804250000003,-48.456413225
1302,66640-380,Belém/PA,Mangueirão,Travessa Treze,-1.3826143,-48.456401799999995
1303,66640-390,Belém/PA,Mangueirão,Travessa Quatorze (Cj Catalina),-1.38309155,-48.45636295
1304,66640-400,Belém/PA,Mangueirão,Travessa Quinze,-1.383679475,-48.456382399999995
1305,66640-405,Belém/PA,Mangueirão,Rua Roberto Regateiro (Res Carmelândia),-1.3806327,-48.435890325
1306,66640-410,Belém/PA,Mangueirão,Travessa Dezesseis,-1.3840287500000001,-48.45638305
1307,66640-415,Belém/PA,Mangueirão,Rua Dezessete de Agosto (Res Carmelândia),-1.37907665,-48.4367364
1308,66640-420,Belém/PA,Mangueirão,Travessa Dezessete,-1.3845033500000001,-48.45636425
1309,66640-425,Belém/PA,Mangueirão,Rua Morada dos Ventos (Res Carmelândia),-1.3825935,-48.435618725
1310,66640-435,Belém/PA,Mangueirão,Rua Mucajás (Res Carmelândia),-1.38177565,-48.435272725000004
1311,66640-445,Belém/PA,Mangueirão,Rua Chico Mendes (Res Carmelândia),-1.3813399499999999,-48.435349825
1312,66640-460,Belém/PA,Mangueirão,Rua Treze de Dezembro,-1.3805623,-48.45511234999999
1313,66640-470,Belém/PA,Mangueirão,Passagem Elcione Barbalho (Da Av Magalhães Barata),-1.379565475,-48.4546644
1314,66640-475,Belém/PA,Mangueirão,Passagem São Raimundo,-1.376714233333333,-48.435086299999995
1315,66640-476,Belém/PA,Mangueirão,Quadra C (Cj Xavante II),-1.3759469,-48.4395495
1316,66640-480,Belém/PA,Mangueirão,Avenida Mangueirão,-1.3806805166666667,-48.44995179166667
1317,66640-485,Belém/PA,Mangueirão,Rua José Monteiro (Res Carmelândia),-1.3810631,-48.435677725
1318,66640-490,Belém/PA,Mangueirão,Rua São João,-1.3815671875,-48.451217774999996
1319,66640-520,Belém/PA,Mangueirão,Rua Fé em Deus,-1.38444705,-48.45385775
1320,66640-545,Belém/PA,Mangueirão,Passagem Magalhães Barata,-1.3780424500000001,-48.444364050000004
1321,66640-550,Belém/PA,Mangueirão,Travessa Oito de Março,-1.381415675,-48.454186975
1322,66640-570,Belém/PA,Mangueirão,Rua das Rosas,-1.3848430375,-48.450999350000004
1323,66640-580,Belém/PA,Mangueirão,Travessa Sapucaia,-1.3811958,-48.454645
1324,66640-620,Belém/PA,Mangueirão,Rua da Paz I,-1.38166375,-48.454396900000006
1325,66640-660,Belém/PA,Mangueirão,Alameda Almirante,-1.38432635,-48.44925375
1326,66640-690,Belém/PA,Mangueirão,Alameda Monteiro Lobato (Da R Araci de Almeida),-1.38000525,-48.45013485
1327,66640-720,Belém/PA,Mangueirão,Passagem Bom Jesus (Da Psg Elcione Barbalho),-1.3795788999999998,-48.453440650000005
1328,66640-760,Belém/PA,Mangueirão,Passagem Seis de Janeiro,-1.37958895,-48.453780625
1329,66640-770,Belém/PA,Mangueirão,Passagem Jerusalém,-1.3795762249999999,-48.45404685
1330,66640-775,Belém/PA,Mangueirão,Rua Novo Horizonte,-1.3839471250000002,-48.451195
1331,66640-820,Belém/PA,Mangueirão,Rua Canal da Margem Esquerda,-1.3831197,-48.4488729
1332,66640-830,Belém/PA,Mangueirão,Passagem Santa Maria,-1.38350455,-48.449550099999996
1333,66640-840,Belém/PA,Mangueirão,Passagem Cruzeiro,-1.3795829,-48.45318185
1334,66643-015,Belém/PA,São Clemente,Passagem Leão,-1.3599628,-48.4671521
1335,66643-060,Belém/PA,São Clemente,Passagem Alegre,-1.36031475,-48.46739085
1336,66643-105,Belém/PA,São Clemente,Rua São Clemente - do km 1001 ao km 1330,-1.3578431,-48.467020025000004
1337,66643-290,Belém/PA,São Clemente,Rua Acapu (S Gaspar),-1.3573457,-48.46698715
1338,66643-470,Belém/PA,São Clemente,Passagem Edmilson Rodrigues (S Gaspar),-1.358185,-48.467129324999995
1339,66643-490,Belém/PA,São Clemente,Passagem Felicidade (S Gaspar),-1.3594761000000002,-48.46685435
1340,66643-820,Belém/PA,São Clemente,Passagem Vinte e Sete de Setembro,-1.35955255,-48.46503585
1341,66643-840,Belém/PA,São Clemente,Passagem Vinte e Nove de Dezembro,-1.360248375,-48.464842075
1342,66643-850,Belém/PA,São Clemente,Passagem Bom Jesus,-1.3605219000000002,-48.464799850000006
1343,66645-005,Belém/PA,Castanheira,Travessa Oito (Cj Gleba III),-1.39940755,-48.432990616666665
1344,66645-015,Belém/PA,Castanheira,Travessa Onze (Cj Gleba III),-1.3974184,-48.43227223333333
1345,66645-025,Belém/PA,Castanheira,Travessa Cinco (Cj Gleba III),-1.3975393875,-48.43354571249999
1346,66645-215,Belém/PA,Castanheira,Avenida Engenheiro Inácio Moura (Cj Costa e Silva),-1.4079999124999998,-48.439906575
1347,66645-225,Belém/PA,Castanheira,Avenida Engenheiro João Muniz (Cj Costa e Silva),-1.408022372727273,-48.44037172727272
1348,66645-235,Belém/PA,Castanheira,Avenida Engenheiro Henrique Rosa (Cj Costa e Silva),-1.4081316,-48.4407243375
1349,66645-245,Belém/PA,Castanheira,Avenida Engenheiro Victor da Silva (Cj Costa e Silva),-1.4085938888888887,-48.44063877777778
1350,66645-250,Belém/PA,Castanheira,Avenida Almirante Barroso - de 4694/4695 ao fim,-1.4102006333333332,-48.43964158333333
1351,66645-345,Belém/PA,Castanheira,Passagem São Benedito (Da Av Pedro Álvares Cabral),-1.4073946,-48.4383868
1352,66645-490,Belém/PA,Castanheira,Passagem São Jorge,-1.4064145,-48.44065995
1353,66645-550,Belém/PA,Castanheira,Passagem Pinto Marques,-1.40771635,-48.438958099999994
1354,66645-555,Belém/PA,Castanheira,Alameda Ministro Costa Cavalcante,-1.4076640500000002,-48.43848735
1355,66645-705,Belém/PA,Castanheira,Avenida Engenheiro Inocêncio Holanda de Lima,-1.4077640285714286,-48.43970008571428
1356,66645-745,Belém/PA,Castanheira,Avenida Pedro Álvares Cabral - de 8304 ao fim - lado par,-1.4066885136363636,-48.43808977727272
1357,66645-820,Belém/PA,Castanheira,Travessa Dez (Cj Gleba III),-1.3990928999999999,-48.43260795
1358,66645-830,Belém/PA,Castanheira,Travessa Dois (Cj Gleba III),-1.3995213,-48.4341455
1359,66645-840,Belém/PA,Castanheira,Travessa Quatro (Cj Gleba III),-1.3995377125,-48.433805899999996
1360,66645-850,Belém/PA,Castanheira,Travessa Seis (Cj Gleba III),-1.3995377125,-48.4333898125
1361,66645-860,Belém/PA,Castanheira,Travessa Sete (Cj Gleba III),-1.3975699000000001,-48.4331102
1362,66645-870,Belém/PA,Castanheira,Travessa Três (Cj Gleba III),-1.3975242875000002,-48.4339738625
1363,66645-880,Belém/PA,Castanheira,Travessa Um (Cj Gleba III),-1.3975169250000001,-48.434305124999995
1364,66645-890,Belém/PA,Castanheira,Travessa Nove (Cj Gleba III),-1.397586,-48.4326803625
1365,66650-000,Belém/PA,Coqueiro,Rodovia Mário Covas - do km 3123 ao km 6001 - lado ímpar (lado par pertence a(o) Ananindeua),-1.3671550181692131,-48.42343922082492
1366,66650-005,Belém/PA,Coqueiro,Quadra Nove (Ariri Bolonha),-1.3579524,-48.437922725
1367,66650-007,Belém/PA,Coqueiro,Passagem Honolulu,-1.349592925,-48.434913325
1368,66650-020,Belém/PA,Coqueiro,Avenida São Pedro,-1.3491847,-48.43486905
1369,66650-045,Belém/PA,Coqueiro,Quadra Treze (Cj Ariri Bolonha),-1.35360505,-48.438646925
1370,66650-080,Belém/PA,Coqueiro,Avenida Portugal (Jd Europa),-1.3630891,-48.4304382
1371,66650-105,Belém/PA,Coqueiro,Quadra Dezenove (Ariri Bolonha),-1.35228845,-48.437780599999996
1372,66650-140,Belém/PA,Coqueiro,Passagem Santa Paz,-1.35977245,-48.4333697
1373,66650-155,Belém/PA,Coqueiro,Quadra Vinte e Quatro (Ariri Bolonha),-1.35013995,-48.438475950000004
1374,66650-165,Belém/PA,Coqueiro,Quadra Vinte e Cinco (Ariri Bolonha),-1.350648075,-48.437295125
1375,66650-175,Belém/PA,Coqueiro,Quadra Vinte e Seis (Ariri Bolonha),-1.349668675,-48.4382808
1376,66650-180,Belém/PA,Coqueiro,Passagem Maranata,-1.34760665,-48.43676135
1377,66650-185,Belém/PA,Coqueiro,Quadra Vinte e Sete (Ariri Bolonha),-1.3503832999999998,-48.4370336
1378,66650-215,Belém/PA,Coqueiro,Quadra Trinta (Ariri Bolonha),-1.3472567500000001,-48.43829025
1379,66650-417,Belém/PA,Coqueiro,Alameda São Sebastião,-1.34984565,-48.44077795
1380,66650-427,Belém/PA,Coqueiro,Alameda Saldanha Marinho,-1.3471700285935833,-48.43989659035809
1381,66650-445,Belém/PA,Coqueiro,Quadra Cinqüenta e Três (Ariri Bolonha),-1.3558485666666666,-48.436396566666666
1382,66650-455,Belém/PA,Coqueiro,Quadra Cinqüenta e Quatro (Ariri Bolonha),-1.356339825,-48.4363355625
1383,66650-467,Belém/PA,Coqueiro,Alameda Noespa,-1.3475148000000001,-48.440360875
1384,66650-482,Belém/PA,Coqueiro,Quadra Dezoito (Cj Xingu),-1.351321825,-48.4393101
1385,66650-489,Belém/PA,Coqueiro,Quadra Vinte (Cj Xingu),-1.3507681000000002,-48.439339625
1386,66650-490,Belém/PA,Coqueiro,Alameda Magalhães,-1.36674015,-48.42935575
1387,66650-507,Belém/PA,Coqueiro,Alameda Primavera,-1.3466259,-48.4400853
1388,66650-685,Belém/PA,Coqueiro,Passagem João Carneiro,-1.353710975,-48.43614915
1389,66650-705,Belém/PA,Coqueiro,Passagem Iracema,-1.35290925,-48.436976599999994
1390,66650-715,Belém/PA,Coqueiro,Passagem São Domingos,-1.3541071749999998,-48.436332199999995
1391,66650-810,Belém/PA,Coqueiro,Quadra Cinco (Ariri Bolonha),-1.35633545,-48.4372703
1392,66650-820,Belém/PA,Coqueiro,Quadra Seis (Ariri Bolonha),-1.356745725,-48.4374118
1393,66650-830,Belém/PA,Coqueiro,Quadra Sete (Ariri Bolonha),-1.3571265000000001,-48.437627725
1394,66650-840,Belém/PA,Coqueiro,Quadra Oito (Ariri Bolonha),-1.35751125,-48.437808274999995
1395,66652-040,Belém/PA,Una,Passagem Borges Ferreira,-1.3764590499999998,-48.4288428
1396,66652-150,Belém/PA,Una,Passagem do Una,-1.374966825,-48.427908725
1397,66652-161,Belém/PA,Una,Passagem Doze de Junho,-1.37612655,-48.42875225
1398,66670-030,Belém/PA,Coqueiro,Rua A (Cj Pedro Teixeira),-1.3507488666666665,-48.446290044444446
1399,66670-220,Belém/PA,Coqueiro,Travessa WE-8 (Cj Satélite),-1.34084195625,-48.44234689062501
1400,66670-230,Belém/PA,Coqueiro,Travessa WE-9 (Cj Satélite),-1.3402649277777776,-48.44256713333334
1401,66670-290,Belém/PA,Coqueiro,Travessa WE-7 (Cj Satélite),-1.3413558650000001,-48.442641155000004
1402,66670-320,Belém/PA,Coqueiro,Rua Um (Cj Pedro Teixeira),-1.34890845,-48.4501536
1403,66670-325,Belém/PA,Coqueiro,Travessa WE-11 (Conjunto Satélite),-1.3391920124999999,-48.442091231250004
1404,66670-330,Belém/PA,Coqueiro,Rua Dois (Cj Pedro Teixeira),-1.3499120249999998,-48.44848595
1405,66670-340,Belém/PA,Coqueiro,Rua Três (Cj Pedro Teixeira),-1.3496841,-48.4480216
1406,66670-350,Belém/PA,Coqueiro,Rua B (Cj Pedro Teixeira),-1.3505700133333334,-48.44696269000001
1407,66670-370,Belém/PA,Coqueiro,Travessa WE-1 (Cj Satélite),-1.3449537666666664,-48.44663321666667
1408,66670-375,Belém/PA,Coqueiro,Travessa WE-10 (Conjunto Satélite),-1.3398676058823527,-48.44232322647059
1409,66670-380,Belém/PA,Coqueiro,Travessa WE-2 (Cj Satélite),-1.3444737833333333,-48.446693116666665
1410,66670-390,Belém/PA,Coqueiro,Travessa WE-3 (Cj Satélite),-1.3439898,-48.44672933333333
1411,66670-400,Belém/PA,Coqueiro,Travessa WE-4 (Cj Satélite),-1.3435182666666667,-48.44683481666666
1412,66670-410,Belém/PA,Coqueiro,Travessa WE-5 (Cj Satélite),-1.3430393999999999,-48.44702615
1413,66670-420,Belém/PA,Coqueiro,Travessa WE-6 (Cj Satélite),-1.3426854750000001,-48.447100925
1414,66670-720,Belém/PA,Coqueiro,Alameda Primeira (Cj Mururé),-1.34743235,-48.4471831
1415,66670-730,Belém/PA,Coqueiro,Alameda Segunda (Cj Mururé),-1.347746725,-48.44692225
1416,66670-740,Belém/PA,Coqueiro,Alameda Terceira (Cj Mururé),-1.3482334249999999,-48.446618474999994
1417,66670-750,Belém/PA,Coqueiro,Alameda Quarta (Cj Mururé),-1.348666475,-48.446285875
1418,66670-760,Belém/PA,Coqueiro,Alameda Quinta (Cj Mururé),-1.349181325,-48.445998225
1419,66670-770,Belém/PA,Coqueiro,Alameda Sexta (Cj Mururé),-1.3495413,-48.4457588
1420,66670-780,Belém/PA,Coqueiro,Alameda Sétima (Cj Mururé),-1.34999315,-48.445435599999996
1421,66670-790,Belém/PA,Coqueiro,Alameda Oitava (Cj Mururé),-1.3503718999999998,-48.445280724999996
1422,66670-800,Belém/PA,Coqueiro,Alameda Nona (Cj Mururé),-1.350821725,-48.444925325
1423,66670-810,Belém/PA,Coqueiro,Alameda Décima (Cj Mururé),-1.351282925,-48.444632975000005
1424,66670-820,Belém/PA,Coqueiro,Alameda Décima Primeira (Cj Mururé),-1.351799775,-48.444421750000004
1425,66670-830,Belém/PA,Coqueiro,Alameda Décima Segunda (Cj Mururé),-1.3521450499999998,-48.444172300000005
1426,66810-040,Belém/PA,Cruzeiro (Icoaraci),Rua Dois de Dezembro - até 1297 - lado ímpar,-1.297063265,-48.47800997
1427,66810-070,Belém/PA,Cruzeiro (Icoaraci),Rua Quinze de Agosto - até 999/1000,-1.2996562315789475,-48.48357966842105
1428,66810-080,Belém/PA,Cruzeiro (Icoaraci),Rua Coronel Juvêncio Sarmento - até 1149/1150,-1.3063550906249999,-48.48121201249999
1429,66810-090,Belém/PA,Cruzeiro (Icoaraci),Rua Santa Isabel - até 1149/1150,-1.2970976166666661,-48.47973742777778
1430,66811-005,Belém/PA,Agulha (Icoaraci),Travessa dos Berredos - de 1049/1050 ao fim,-1.3054931451612903,-48.47188855483871
1431,66811-880,Belém/PA,Agulha (Icoaraci),Travessa Souza Franco - de 1023/1024 ao fim,-1.3038437450549452,-48.47333968351649
1432,66812-030,Belém/PA,Ponta Grossa (Icoaraci),Travessa da Soledade - até 1349/1350,-1.3099277069444442,-48.47636766527778
1433,66812-430,Belém/PA,Ponta Grossa (Icoaraci),Travessa Souza Franco - até 1221/1222,-1.3047081541666667,-48.48307215416668
1434,66812-440,Belém/PA,Ponta Grossa (Icoaraci),Travessa dos Berredos - até 1047/1048,-1.3065123294117647,-48.48089820000001
1435,66812-450,Belém/PA,Ponta Grossa (Icoaraci),Rua Dois de Dezembro - de 1298/1299 ao fim,-1.3065450959999998,-48.47753640399999
1436,66812-480,Belém/PA,Ponta Grossa (Icoaraci),Rua Quinze de Agosto - de 1001/1002 ao fim,-1.3063673684210526,-48.483147836842114
1437,66812-490,Belém/PA,Ponta Grossa (Icoaraci),Rua Coronel Juvêncio Sarmento - de 1151/1152 ao fim,-1.3064864999999997,-48.48116078125
1438,66812-500,Belém/PA,Ponta Grossa (Icoaraci),Rua Santa Isabel - de 1151/1152 ao fim,-1.3063533708333335,-48.4791305875
1439,66814-000,Belém/PA,Paracuri (Icoaraci),Rodovia Artur Bernardes - de 12801/12802 ao fim,-1.3135625000000002,-48.485340459999996
1440,66830-090,Belém/PA,Tapanã (Icoaraci),Conjunto Aldo Almeida,-1.34167525,-48.467257399999994
1441,66830-110,Belém/PA,Tapanã (Icoaraci),Passagem Canaã (Cj Bela Vista),-1.3520753,-48.46590225
1442,66830-250,Belém/PA,Tapanã (Icoaraci),Rua Marcos Pinheiro (Cj Bela Vista),-1.351622125,-48.461009874999995
1443,66830-260,Belém/PA,Tapanã (Icoaraci),Rua Mateus Paulo (Cj Bela Vista),-1.3522684,-48.46141085
1444,66830-290,Belém/PA,Tapanã (Icoaraci),Rua Tadeu Capela (Cj Bela Vista),-1.3520592,-48.4629478
1445,66830-360,Belém/PA,Tapanã (Icoaraci),Avenida Perimetral,-1.3485786499999999,-48.463834199999994
1446,66830-500,Belém/PA,Tapanã (Icoaraci),Rua Guadalupe (Jd Espanha),-1.3579007500000002,-48.4631201
1447,66830-501,Belém/PA,Tapanã (Icoaraci),Quadra B (Cj Aldo Almeida),-1.3419494,-48.4667404
1448,66830-502,Belém/PA,Tapanã (Icoaraci),Quadra C (Cj Aldo Almeida),-1.34218335,-48.466275724999996
1449,66830-630,Belém/PA,Tapanã (Icoaraci),Alameda Aquariquara (Cj Aldo Almeida),-1.3581655499999998,-48.464468575
1450,66830-650,Belém/PA,Tapanã (Icoaraci),Alameda Jatobá (Cj Aldo Almeida),-1.35745695,-48.46345875
1451,66830-660,Belém/PA,Tapanã (Icoaraci),Alameda Ipê (Cj Aldo Almeida),-1.3567114999999998,-48.464697900000004
1452,66830-670,Belém/PA,Tapanã (Icoaraci),Alameda Acapu (Cj Aldo Almeida),-1.3571701,-48.46457855
1453,66830-700,Belém/PA,Tapanã (Icoaraci),Passagem São Benedito,-1.3586868833333334,-48.461857450000004
1454,66831-155,Belém/PA,Tapanã (Icoaraci),Passagem dos Cinquenta,-1.3569179999999998,-48.46704615
1455,66833-010,Belém/PA,Tapanã (Icoaraci),Alameda Um (Cj Cordeiro de Farias),-1.3488468,-48.46649765
1456,66833-020,Belém/PA,Tapanã (Icoaraci),Alameda Dois (Cj Cordeiro de Farias),-1.34901845,-48.463914700000004
1457,66833-025,Belém/PA,Tapanã (Icoaraci),Rua Oscar Niemeyer,-1.3466198500000002,-48.46492585
1458,66833-030,Belém/PA,Tapanã (Icoaraci),Alameda Três (Cj Cordeiro de Farias),-1.34897015,-48.466229424999995
1459,66833-035,Belém/PA,Tapanã (Icoaraci),Rua Lúcio Costa,-1.3468558499999999,-48.46331385
1460,66833-040,Belém/PA,Tapanã (Icoaraci),Alameda Quatro (Cj Cordeiro de Farias),-1.349306,-48.4639737
